Plot_Treatment,Plot_Replicate,Footprint,Plot_ID,Footprint_Full,Days_Since_Irrigation,Sample_Week,Start_Date,Start_Time_EDT,Start_Time_UTC,End_Date,End_Time_EDT,End_Time_UTC,Collector,Comments
T1,R3,VR,T1_R3_VR,Variable Rainfall,4,8,2021-08-16,9:50,13:50,2021-08-18,10:22,14:22,JDS,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),32,8,2021-08-16,9:31,13:31,2021-08-18,10:02,14:02,ECO,
T2,R1,IR,T2_R1_IR,Control (irrigated),3,8,2021-08-16,9:31,13:31,2021-08-18,10:07,14:07,JDS,
T2,R1,VR,T2_R1_VR,Variable Rainfall,6,8,2021-08-16,9:34,13:34,2021-08-18,10:04,14:04,ECO,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),32,8,2021-08-16,10:42,14:42,2021-08-18,10:50,14:50,JDS,
T2,R4,IR,T2_R4_IR,Control (irrigated),3,8,2021-08-16,10:39,14:39,2021-08-18,10:52,14:52,JDS,
T2,R4,VR,T2_R4_VR,Variable Rainfall,4,8,2021-08-16,10:37,14:37,2021-08-18,10:54,14:54,JDS,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),32,8,2021-08-16,9:40,13:40,2021-08-18,10:11,14:11,ECO,
T7,R2,IR,T7_R2_IR,Control (irrigated),3,8,2021-08-16,9:40,13:40,2021-08-18,10:14,14:14,JDS,
T7,R2,VR,T7_R2_VR,Variable Rainfall,6,8,2021-08-16,9:44,13:44,2021-08-18,10:13,14:13,ECO,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),32,8,2021-08-16,10:31,14:31,2021-08-18,10:46,14:46,JDS,
T7,R3,IR,T7_R3_IR,Control (irrigated),3,8,2021-08-16,10:29,14:29,2021-08-18,10:44,14:44,JDS,
T7,R3,VR,T7_R3_VR,Variable Rainfall,6,8,2021-08-16,10:26,14:26,2021-08-18,10:42,14:42,JDS,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),32,8,2021-08-16,9:24,13:24,2021-08-18,9:55,13:55,ECO,
T7,R6,IR,T7_R6_IR,Control (irrigated),3,8,2021-08-16,9:19,13:19,2021-08-18,9:53,13:53,ECO,
T7,R6,VR,T7_R6_VR,Variable Rainfall,4,8,2021-08-16,9:21,13:21,2021-08-18,9:54,13:54,JDS,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),39,9,2021-08-23,11:00,15:00,2021-08-25,10:49,14:49,JDS/HS,
T1,R1,IR,T1_R1_IR,Control (irrigated),5,9,2021-08-23,11:03,15:03,2021-08-25,10:46,14:46,JDS,"label out of trap, trap looks watery"
T1,R1,VR,T1_R1_VR,Variable Rainfall,13,9,2021-08-23,11:01,15:01,2021-08-25,10:45,14:45,HS,label out of trap
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),39,9,2021-08-23,10:22,14:22,2021-08-25,10:23,14:23,JDS,label out of trap
T1,R4,IR,T1_R4_IR,Control (irrigated),3,9,2021-08-23,10:26,14:26,2021-08-25,10:25,14:25,JDS/HS,
T1,R4,VR,T1_R4_VR,Variable Rainfall,11,9,2021-08-23,10:32,14:32,2021-08-25,10:23,14:23,JDS/HS,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),39,9,2021-08-23,10:43,14:43,2021-08-25,10:33,14:33,HS/JDS,"trap filled with dirt, no good"
T2,R3,IR,T2_R3_IR,Control (irrigated),5,9,2021-08-23,10:43,14:43,2021-08-25,10:32,14:32,JDS/HS,
T2,R3,VR,T2_R3_VR,Variable Rainfall,13,9,2021-08-23,10:40,14:40,2021-08-25,10:31,14:31,JDS,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),39,9,2021-08-23,9:45,13:45,2021-08-25,10:01,14:01,JDS,
T2,R6,IR,T2_R6_IR,Control (irrigated),3,9,2021-08-23,9:42,13:42,2021-08-25,9:59,13:59,JDS,
T2,R6,VR,T2_R6_VR,Variable Rainfall,11,9,2021-08-23,9:49,13:49,2021-08-25,10:03,14:03,JDS,
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),39,9,2021-08-23,11:12,15:12,2021-08-25,10:54,14:54,JDS,
T7,R1,IR,T7_R1_IR,Control (irrigated),5,9,2021-08-23,11:10,15:10,2021-08-25,10:53,14:53,JDS,
T7,R1,VR,T7_R1_VR,Variable Rainfall,13,9,2021-08-23,11:12,15:12,2021-08-25,10:53,14:53,HS,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),39,9,2021-08-23,10:10,14:10,2021-08-25,10:16,14:16,JDS,
T7,R4,IR,T7_R4_IR,Control (irrigated),3,9,2021-08-23,10:06,14:06,2021-08-25,10:15,14:15,JDS/HS,
T7,R4,VR,T7_R4_VR,Variable Rainfall,11,9,2021-08-23,10:12,14:12,2021-08-25,10:14,14:14,JDS,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),39,9,2021-08-23,10:53,14:53,2021-08-25,10:38,14:38,JDS,
T7,R5,IR,T7_R5_IR,Control (irrigated),3,9,2021-08-23,10:50,14:50,2021-08-25,10:40,14:40,JDS,
T7,R5,VR,T7_R5_VR,Variable Rainfall,11,9,2021-08-23,10:51,14:51,2021-08-25,10:39,14:39,HS,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),5,10,2021-09-01,10:47,14:47,2021-09-03,10:31,14:31,JDS/ECO,label out of trap
T1,R1,IR,T1_R1_IR,Control (irrigated),5,10,2021-09-01,10:45,14:45,2021-09-03,10:28,14:28,ECO,
T1,R1,VR,T1_R1_VR,Variable Rainfall,5,10,2021-09-01,10:44,14:44,2021-09-03,10:30,14:30,JDS/ECO,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),5,10,2021-09-01,11:14,15:14,2021-09-03,10:57,14:57,ECO,
T1,R2,IR,T1_R2_IR,Control (irrigated),5,10,2021-09-01,11:09,15:09,2021-09-03,10:55,14:55,ECO,
T1,R2,VR,T1_R2_VR,Variable Rainfall,5,10,2021-09-01,11:10,15:10,2021-09-03,10:56,14:56,JDS/ECO,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),2,10,2021-08-31,11:28,15:28,2021-09-02,12:19,16:19,ECO/JDS,
T1,R3,IR,T1_R3_IR,Control (irrigated),2,10,2021-08-31,11:32,15:32,2021-09-02,12:15,16:15,ECO/JDS,"label out, grass sticking out of trap"
T1,R3,VR,T1_R3_VR,Variable Rainfall,2,10,2021-08-31,11:29,15:29,2021-09-02,12:13,16:13,JDS,
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),2,10,2021-08-31,10:49,14:49,2021-09-02,11:28,15:28,JDS,
T1,R4,IR,T1_R4_IR,Control (irrigated),2,10,2021-08-31,10:50,14:50,2021-09-02,11:25,15:25,ECO/JDS,labeled as CR
T1,R4,VR,T1_R4_VR,Variable Rainfall,2,10,2021-08-31,10:53,14:53,2021-09-02,11:22,15:22,JDS,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),5,10,2021-09-01,11:20,15:20,2021-09-03,11:07,15:07,JDS/ECO,
T2,R1,IR,T2_R1_IR,Control (irrigated),5,10,2021-09-01,11:25,15:25,2021-09-03,11:04,15:04,JDS/ECO,
T2,R1,VR,T2_R1_VR,Variable Rainfall,5,10,2021-09-01,11:20,15:20,2021-09-03,11:05,15:05,ECO,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),5,10,2021-09-01,10:56,14:56,2021-09-03,10:40,14:40,ECO,
T2,R3,IR,T2_R3_IR,Control (irrigated),5,10,2021-09-01,10:56,14:56,2021-09-03,10:38,14:38,JDS/ECO,
T2,R3,VR,T2_R3_VR,Variable Rainfall,5,10,2021-09-01,10:54,14:54,2021-09-03,10:38,14:38,ECO,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),2,10,2021-08-31,10:58,14:58,2021-09-02,11:38,15:38,ECO/JDS,
T2,R4,IR,T2_R4_IR,Control (irrigated),2,10,2021-08-31,11:02,15:02,2021-09-02,11:36,15:36,ECO/JDS,labeled as CR
T2,R4,VR,T2_R4_VR,Variable Rainfall,2,10,2021-08-31,11:00,15:00,2021-09-02,11:32,15:32,JDS,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),2,10,2021-08-31,11:39,15:39,2021-09-02,12:28,16:28,JDS,
T2,R6,IR,T2_R6_IR,Control (irrigated),2,10,2021-08-31,11:42,15:42,2021-09-02,12:25,16:25,JDS,
T2,R6,VR,T2_R6_VR,Variable Rainfall,2,10,2021-08-31,11:39,15:39,2021-09-02,12:31,16:31,ECO/JDS,
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),5,10,2021-09-01,10:37,14:37,2021-09-03,10:23,14:23,JDS/ECO,
T7,R1,IR,T7_R1_IR,Control (irrigated),5,10,2021-09-01,10:36,14:36,2021-09-03,10:21,14:21,ECO,
T7,R1,VR,T7_R1_VR,Variable Rainfall,5,10,2021-09-01,10:35,14:35,2021-09-03,10:22,14:22,JDS/ECO,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),5,10,2021-09-01,11:29,15:29,2021-09-03,11:14,15:14,JDS/ECO,
T7,R2,IR,T7_R2_IR,Control (irrigated),5,10,2021-09-01,11:29,15:29,2021-09-03,11:11,15:11,ECO,
T7,R2,VR,T7_R2_VR,Variable Rainfall,5,10,2021-09-01,11:32,15:32,2021-09-03,11:12,15:12,JDS/ECO,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),5,10,2021-09-01,11:02,15:02,2021-09-03,10:49,14:49,ECO,
T7,R3,IR,T7_R3_IR,Control (irrigated),5,10,2021-09-01,11:04,15:04,2021-09-03,10:46,14:46,ECO,
T7,R3,VR,T7_R3_VR,Variable Rainfall,5,10,2021-09-01,11:02,15:02,2021-09-03,10:48,14:48,JDS/ECO,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),2,10,2021-08-31,11:21,15:21,2021-09-02,12:07,16:07,ECO/JDS,
T7,R4,IR,T7_R4_IR,Control (irrigated),2,10,2021-08-31,11:19,15:19,2021-09-02,12:09,16:09,JDS,
T7,R4,VR,T7_R4_VR,Variable Rainfall,2,10,2021-08-31,11:19,15:19,2021-09-02,12:05,16:05,ECO/JDS,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),2,10,2021-08-31,11:08,15:08,2021-09-02,11:50,15:50,ECO/JDS,
T7,R5,IR,T7_R5_IR,Control (irrigated),2,10,2021-08-31,11:11,15:11,2021-09-02,11:46,15:46,JDS,
T7,R5,VR,T7_R5_VR,Variable Rainfall,2,10,2021-08-31,11:08,15:08,2021-09-02,11:43,15:43,JDS,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),2,10,2021-08-31,11:48,15:48,2021-09-02,12:35,16:35,JDS,
T7,R6,IR,T7_R6_IR,Control (irrigated),2,10,2021-08-31,11:49,15:49,2021-09-02,12:39,16:39,ECO/JDS,
T7,R6,VR,T7_R6_VR,Variable Rainfall,2,10,2021-08-31,11:51,15:51,2021-09-02,12:38,16:38,JDS,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:35,17:35,2021-09-24,13:31,17:31,JDS,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:50,17:50,2021-09-24,13:43,17:43,JDS,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,14:05,18:05,2021-09-24,13:59,17:59,JDS,rain cover off
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:49,17:49,2021-09-24,13:58,17:58,ECO,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:56,17:56,2021-09-24,13:49,17:49,JDS,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,14:09,18:09,2021-09-24,14:22,18:22,ECO,water in trap
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:55,17:55,2021-09-24,14:03,18:03,ECO,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:33,17:33,2021-09-24,13:40,17:40,ECO,water in trap
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:28,17:28,2021-09-24,13:28,17:28,JDS,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,14:02,18:02,2021-09-24,13:55,17:55,JDS,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:43,17:43,2021-09-24,13:36,17:36,JDS,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:42,17:42,2021-09-24,13:50,17:50,ECO,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,14:02,18:02,2021-09-24,14:14,18:14,ECO,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),PostDrought,13,2021-09-22,13:26,17:26,2021-09-24,13:30,17:30,ECO,"buried, no PVC"
T1,R3,C,T1_R3_C,Control (irrigated),NA,4,2022-06-20,11:40,15:40,2022-06-22,11:33,15:33,ECO,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),NA,4,2022-06-20,11:41,15:41,2022-06-22,11:33,15:33,JDS,
T1,R3,D2,T1_R3_D2,Y2 Drought (wheat),NA,4,2022-06-20,11:39,15:39,2022-06-22,11:32,15:32,JDS,"wheat in trap, created ramp"
T1,R3,V,T1_R3_V,Variable Rainfall,NA,4,2022-06-20,11:38,15:38,2022-06-22,11:32,15:32,ECO,overflowed
T1,R4,C,T1_R4_C,Control (irrigated),NA,4,2022-06-20,11:12,15:12,2022-06-22,11:12,15:12,ECO,
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),NA,4,2022-06-20,11:14,15:14,2022-06-22,11:11,15:11,ECO,
T1,R4,D2,T1_R4_D2,Y2 Drought (wheat),NA,4,2022-06-20,11:12,15:12,2022-06-22,11:13,15:13,JDS,label might be written as D1 - needs to check
T1,R4,V,T1_R4_V,Variable Rainfall,NA,4,2022-06-20,11:13,15:13,2022-06-22,11:11,15:11,JDS,overflowed
T2,R4,C,T2_R4_C,Control (irrigated),NA,4,2022-06-20,11:24,15:24,2022-06-22,11:17,15:17,JDS,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),NA,4,2022-06-20,11:22,15:22,2022-06-22,11:19,15:19,JDS,
T2,R4,D2,T2_R4_D2,Y2 Drought (wheat),NA,4,2022-06-20,11:23,15:23,2022-06-22,11:18,15:18,ECO,
T2,R4,V,T2_R4_V,Variable Rainfall,NA,4,2022-06-20,11:21,15:21,2022-06-22,11:18,15:18,ECO,overflowed
T2,R6,C,T2_R6_C,Control (irrigated),NA,4,2022-06-20,11:57,15:57,2022-06-22,11:48,15:48,ECO,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),NA,4,2022-06-20,11:57,15:57,2022-06-22,11:50,15:50,ECO,"stick in trap, creating ramp"
T2,R6,D2,T2_R6_D2,Y2 Drought (wheat),NA,4,2022-06-20,11:59,15:59,2022-06-22,11:50,15:50,JDS,
T2,R6,V,T2_R6_V,Variable Rainfall,NA,4,2022-06-20,12:00,16:00,2022-06-22,11:48,15:48,JDS,overflowed
T7,R4,C,T7_R4_C,Control (irrigated),NA,4,2022-06-21,15:14,19:14,2022-06-23,15:25,19:25,ACM,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),NA,4,2022-06-21,15:15,19:15,2022-06-23,15:26,19:26,ACM,
T7,R4,D2,T7_R4_D2,Y2 Drought (wheat),NA,4,2022-06-21,15:17,19:17,2022-06-23,15:24,19:24,ECO,"added rain cover on 6/22/22 (unexpected irrigation), PVC not flush to ground, leaf creating ladder"
T7,R4,V,T7_R4_V,Variable Rainfall,NA,4,2022-06-21,15:14,19:14,2022-06-23,15:25,19:25,ECO,water
T7,R5,C,T7_R5_C,Control (irrigated),NA,4,2022-06-21,15:05,19:05,2022-06-23,15:10,19:10,ACM,switchgrass in trap
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),NA,4,2022-06-21,15:05,19:05,2022-06-23,15:11,19:11,ECO,
T7,R5,D2,T7_R5_D2,Y2 Drought (wheat),NA,4,2022-06-21,14:59,18:59,2022-06-23,15:10,19:10,ECO,added rain cover on 6/22/22 because of unexpected irrigation
T7,R5,V,T7_R5_V,Variable Rainfall,NA,4,2022-06-21,15:06,19:06,2022-06-23,15:10,19:10,ECO,overflowed
T7,R6,C,T7_R6_C,Control (irrigated),NA,4,2022-06-21,15:26,19:26,2022-06-23,15:46,19:46,ACM,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),NA,4,2022-06-21,15:29,19:29,2022-06-23,15:46,19:46,ECO,ants nest inside PVC - disturbed 
T7,R6,D2,T7_R6_D2,Y2 Drought (wheat),NA,4,2022-06-21,15:24,19:24,2022-06-23,15:46,19:46,ECO,added rain cover on 6/22/22
T7,R6,V,T7_R6_V,Variable Rainfall,NA,4,2022-06-21,15:24,19:24,2022-06-23,15:47,19:47,ACM,
T1,R1,C,T1_R1_C,Control (irrigated),NA,4,2022-06-22,15:04,19:04,2022-06-24,14:30,18:30,ECO,water
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),NA,4,2022-06-22,15:07,19:07,2022-06-24,14:29,18:29,ECO,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),NA,4,2022-06-22,15:06,19:06,2022-06-24,14:30,18:30,JDS,rain cover because of unexpected irrigation
T1,R1,V,T1_R1_V,Variable Rainfall,1,4,2022-06-22,15:03,19:03,2022-06-24,14:29,18:29,JDS,
T1,R2,C,T1_R2_C,Control (irrigated),NA,4,2022-06-22,14:32,18:32,2022-06-24,14:15,18:15,JDS,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),NA,4,2022-06-22,14:30,18:30,2022-06-24,14:14,18:14,ECO,
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),NA,4,2022-06-22,14:29,18:29,2022-06-24,14:14,18:14,JDS,overflowed; rain cover because of unexpected irrigation (clearly didn't help)
T1,R2,V,T1_R2_V,Variable Rainfall,1,4,2022-06-22,14:28,18:28,2022-06-24,14:13,18:13,ECO,
T2,R1,C,T2_R1_C,Control (irrigated),NA,4,2022-06-22,14:19,18:19,2022-06-24,14:10,18:10,JDS,water
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),NA,4,2022-06-22,14:16,18:16,2022-06-24,14:09,18:09,ECO,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),NA,4,2022-06-22,14:15,18:15,2022-06-24,14:09,18:09,JDS,rain cover because of unexpected irrigation
T2,R1,V,T2_R1_V,Variable Rainfall,1,4,2022-06-22,14:19,18:19,2022-06-24,14:10,18:10,ECO,
T2,R3,C,T2_R3_C,Control (irrigated),NA,4,2022-06-22,14:51,18:51,2022-06-24,14:25,18:25,ECO,overflowed/spilled small amount
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),NA,4,2022-06-22,14:54,18:54,2022-06-24,14:24,18:24,JDS,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),NA,4,2022-06-22,14:54,18:54,2022-06-24,14:26,18:26,ECO,rain cover because of unexpected irrigation
T2,R3,V,T2_R3_V,Variable Rainfall,1,4,2022-06-22,14:51,18:51,2022-06-24,14:26,18:26,JDS,
T7,R1,C,T7_R1_C,Control (irrigated),NA,4,2022-06-22,15:13,19:13,2022-06-24,14:34,18:34,JDS,"some water, not full"
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),NA,4,2022-06-22,15:16,19:16,2022-06-24,14:35,18:35,JDS,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),NA,4,2022-06-22,15:14,19:14,2022-06-24,14:34,18:34,ECO,rain cover because of unexpected irrigation
T7,R1,V,T7_R1_V,Variable Rainfall,1,4,2022-06-22,15:17,19:17,2022-06-24,14:35,18:35,ECO,
T7,R2,C,T7_R2_C,Control (irrigated),NA,4,2022-06-22,13:58,17:58,2022-06-24,14:04,18:04,ECO,overflowed
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),NA,4,2022-06-22,13:58,17:58,2022-06-24,14:03,18:03,JDS,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),NA,4,2022-06-22,14:02,18:02,2022-06-24,14:04,18:04,JDS,lots of switchgrass in cup
T7,R2,V,T7_R2_V,Variable Rainfall,1,4,2022-06-22,14:02,18:02,2022-06-24,14:03,18:03,ECO,rain cover because of unexpected irrigation
T7,R3,C,T7_R3_C,Control (irrigated),NA,4,2022-06-22,14:40,18:40,2022-06-24,14:20,18:20,JDS,"being watered when collected, no rain cover"
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),NA,4,2022-06-22,14:44,18:44,2022-06-24,14:21,18:21,JDS,
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),NA,4,2022-06-22,14:43,18:43,2022-06-24,14:20,18:20,ECO,rain cover because of unexpected irrigation
T7,R3,V,T7_R3_V,Variable Rainfall,1,5,2022-06-22,14:39,18:39,2022-06-24,14:19,18:19,ECO,
T1,R1,C,T1_R1_C,Control (irrigated),3,5,2022-06-27,10:41,14:41,2022-06-29,11:20,15:20,ECO,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),NA,5,2022-06-27,10:43,14:43,2022-06-29,11:21,15:21,ECO,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),4,5,2022-06-27,10:44,14:44,2022-06-29,11:21,15:21,JDS,
T1,R1,V,T1_R1_V,Variable Rainfall,6,5,2022-06-27,10:42,14:42,2022-06-29,11:21,15:21,JDS,
T1,R2,C,T1_R2_C,Control (irrigated),3,5,2022-06-27,10:08,14:08,2022-06-29,10:40,14:40,JDS,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),NA,5,2022-06-27,10:10,14:10,2022-06-29,10:41,14:41,ECO,
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),4,5,2022-06-27,10:10,14:10,2022-06-29,10:41,14:41,JDS,
T1,R2,V,T1_R2_V,Variable Rainfall,6,5,2022-06-27,10:07,14:07,2022-06-29,10:40,14:40,ECO,
T2,R1,C,T2_R1_C,Control (irrigated),3,5,2022-06-27,10:02,14:02,2022-06-29,10:37,14:37,ECO,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),NA,5,2022-06-27,9:59,13:59,2022-06-29,10:36,14:36,JDS,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),4,5,2022-06-27,9:59,13:59,2022-06-29,10:36,14:36,ECO,
T2,R1,V,T2_R1_V,Variable Rainfall,6,5,2022-06-27,10:01,14:01,2022-06-29,10:37,14:37,JDS,
T2,R3,C,T2_R3_C,Control (irrigated),3,5,2022-06-27,10:32,14:32,2022-06-29,11:14,15:14,ECO,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),NA,5,2022-06-27,10:35,14:35,2022-06-29,11:15,15:15,JDS,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),4,5,2022-06-27,10:34,14:34,2022-06-29,11:14,15:14,ECO,
T2,R3,V,T2_R3_V,Variable Rainfall,6,5,2022-06-27,10:32,14:32,2022-06-29,11:13,15:13,JDS,
T7,R1,C,T7_R1_C,Control (irrigated),3,5,2022-06-27,10:54,14:54,2022-06-29,11:26,15:26,JDS,
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),NA,5,2022-06-27,10:51,14:51,2022-06-29,11:25,15:25,JDS,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),4,5,2022-06-27,10:51,14:51,2022-06-29,11:25,15:25,ECO,
T7,R1,V,T7_R1_V,Variable Rainfall,6,5,2022-06-27,10:54,14:54,2022-06-29,11:26,15:26,ECO,
T7,R2,C,T7_R2_C,Control (irrigated),3,5,2022-06-27,9:52,13:52,2022-06-29,10:32,14:32,JDS,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),NA,5,2022-06-27,9:49,13:49,2022-06-29,10:30,14:30,ECO,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),4,5,2022-06-27,9:50,13:50,2022-06-29,10:31,14:31,JDS,
T7,R2,V,T7_R2_V,Variable Rainfall,6,5,2022-06-27,9:53,13:53,2022-06-29,10:32,14:32,ECO,
T7,R3,C,T7_R3_C,Control (irrigated),3,5,2022-06-27,10:22,14:22,2022-06-29,10:48,14:48,JDS,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),NA,5,2022-06-27,10:19,14:19,2022-06-29,10:49,14:49,JDS,
