Plot_Treatment,Plot_Replicate,Footprint,Plot_ID,Footprint_Full,Days_Since_Irrigation,Sample_Week,Start_Date,Start_Time_EDT,Start_Time_UTC,End_Date,End_Time_EDT,End_Time_UTC,Collector,Comments
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),4,5,2022-06-27,10:22,14:22,2022-06-29,10:49,14:49,ECO,
T7,R3,V,T7_R3_V,Variable Rainfall,6,5,2022-06-27,10:19,14:19,2022-06-29,10:48,14:48,ECO,
T1,R3,C,T1_R3_C,Control (irrigated),4,6,2022-07-05,14:36,18:36,2022-07-07,14:36,18:36,SRF,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),NA,6,2022-07-05,14:37,18:37,2022-07-07,14:34,18:34,ECO,dirt way down on one side
T1,R3,D2,T1_R3_D2,Y2 Drought (wheat),11,6,2022-07-05,14:40,18:40,2022-07-07,14:35,18:35,ECO,PVC poking out when setting
T1,R3,V,T1_R3_V,Variable Rainfall,12,6,2022-07-05,14:39,18:39,2022-07-07,14:37,18:37,SRF,no dirt around edge
T7,R4,C,T7_R4_C,Control (irrigated),4,6,2022-07-05,14:48,18:48,2022-07-07,14:41,18:41,SRF,
T2,R4,C,T2_R4_C,Control (irrigated),4,6,2022-07-05,15:10,19:10,2022-07-07,14:54,18:54,ECO,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),NA,6,2022-07-05,14:51,18:51,2022-07-07,14:43,18:43,ECO,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),NA,6,2022-07-05,15:08,19:08,2022-07-07,14:53,18:53,ECO,
T7,R4,D2,T7_R4_D2,Y2 Drought (wheat),11,6,2022-07-05,14:49,18:49,2022-07-07,14:42,18:42,SRF,no dirt around edge
T2,R4,D2,T2_R4_D2,Y2 Drought (wheat),11,6,2022-07-05,15:08,19:08,2022-07-07,14:56,18:56,SRF,
T7,R4,V,T7_R4_V,Variable Rainfall,12,6,2022-07-05,14:49,18:49,2022-07-07,14:44,18:44,ECO,
T2,R4,V,T2_R4_V,Variable Rainfall,12,6,2022-07-05,15:10,19:10,2022-07-07,14:55,18:55,SRF,
T2,R6,C,T2_R6_C,Control (irrigated),4,6,2022-07-05,14:25,18:25,2022-07-07,14:19,18:19,ECO,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),NA,6,2022-07-05,14:26,18:26,2022-07-07,14:17,18:17,SRF,
T2,R6,D2,T2_R6_D2,Y2 Drought (wheat),11,6,2022-07-05,14:28,18:28,2022-07-07,14:18,18:18,ECO,"lots of dirt, over EtOH"
T2,R6,V,T2_R6_V,Variable Rainfall,12,6,2022-07-05,14:25,18:25,2022-07-07,14:16,18:16,SRF,
T1,R4,C,T1_R4_C,Control (irrigated),4,6,2022-07-05,15:01,19:01,2022-07-07,14:49,18:49,SRF,
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),NA,6,2022-07-05,14:59,18:59,2022-07-07,14:50,18:50,SRF,
T1,R4,D2,T1_R4_D2,Y2 Drought (wheat),11,6,2022-07-05,14:59,18:59,2022-07-07,14:47,18:47,ECO,water?
T1,R4,V,T1_R4_V,Variable Rainfall,12,6,2022-07-05,15:01,19:01,2022-07-07,14:48,18:48,ECO,water
T7,R5,C,T7_R5_C,Control (irrigated),4,6,2022-07-05,15:20,19:20,2022-07-07,15:00,19:00,SRF,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),NA,6,2022-07-05,15:17,19:17,2022-07-07,14:59,18:59,ECO,
T7,R5,D2,T7_R5_D2,Y2 Drought (wheat),11,6,2022-07-05,15:20,19:20,2022-07-07,15:02,19:02,SRF,leaf sticking out
T7,R5,V,T7_R5_V,Variable Rainfall,12,6,2022-07-05,15:18,19:18,2022-07-07,15:03,19:03,ECO,
T7,R6,C,T7_R6_C,Control (irrigated),4,6,2022-07-05,14:14,18:14,2022-07-07,14:28,18:28,SRF,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),NA,6,2022-07-05,14:15,18:15,2022-07-07,14:29,18:29,ECO,grass sticking out
T7,R6,D2,T7_R6_D2,Y2 Drought (wheat),11,6,2022-07-05,14:16,18:16,2022-07-07,14:27,18:27,SRF,
T7,R6,V,T7_R6_V,Variable Rainfall,12,6,2022-07-05,14:18,18:18,2022-07-07,14:28,18:28,ECO,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),NA,8,2022-07-18,11:16,15:16,2022-07-20,10:26,14:26,ACM,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),25,8,2022-07-18,11:16,15:16,2022-07-20,10:26,14:26,IMW,
T1,R1,V,T1_R1_V,Variable Rainfall,6,8,2022-07-18,11:16,15:16,2022-07-20,10:26,14:26,JDS,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),NA,8,2022-07-18,10:30,14:30,2022-07-20,10:07,14:07,ACM,no rain cover
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),25,8,2022-07-18,10:30,14:30,2022-07-20,10:08,14:08,IMW,
T1,R2,V,T1_R2_V,Variable Rainfall,6,8,2022-07-18,10:30,14:30,2022-07-20,10:07,14:07,JDS,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),NA,8,2022-07-18,10:16,14:16,2022-07-20,10:00,14:00,JDS,
T1,R3,D2,T1_R3_D2,Y2 Drought (wheat),25,8,2022-07-18,10:17,14:17,2022-07-20,10:00,14:00,IMW,EtOH almost all evaporated
T1,R3,V,T1_R3_V,Variable Rainfall,6,8,2022-07-18,10:14,14:14,2022-07-20,10:00,14:00,ACM,label = 19 Jul 22 
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),NA,8,2022-07-18,10:44,14:44,2022-07-20,10:14,14:14,JDS,
T1,R4,D2,T1_R4_D2,Y2 Drought (wheat),25,8,2022-07-18,10:45,14:45,2022-07-20,10:13,14:13,ACM,
T1,R4,V,T1_R4_V,Variable Rainfall,6,8,2022-07-18,10:45,14:45,2022-07-20,10:13,14:13,IMW,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),NA,8,2022-07-18,9:53,13:53,2022-07-20,9:54,13:54,IMW,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),25,8,2022-07-18,9:50,13:50,2022-07-20,9:55,13:55,JDS,
T2,R1,V,T2_R1_V,Variable Rainfall,6,8,2022-07-18,9:49,13:49,2022-07-20,9:54,13:54,ACM,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),NA,8,2022-07-18,11:00,15:00,2022-07-20,10:20,14:20,ACM,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),25,8,2022-07-18,10:58,14:58,2022-07-20,10:20,14:20,JDS,
T2,R3,V,T2_R3_V,Variable Rainfall,6,8,2022-07-18,11:03,15:03,2022-07-20,10:20,14:20,IMW,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),NA,8,2022-07-18,10:50,14:50,2022-07-20,10:17,14:17,JDS,
T2,R4,D2,T2_R4_D2,Y2 Drought (wheat),25,8,2022-07-18,10:51,14:51,2022-07-20,10:16,14:16,IMW,
T2,R4,V,T2_R4_V,Variable Rainfall,6,8,2022-07-18,10:50,14:50,2022-07-20,10:17,14:17,ACM,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),NA,8,2022-07-18,9:31,13:31,2022-07-20,9:47,13:47,JDS,
T2,R6,D2,T2_R6_D2,Y2 Drought (wheat),25,8,2022-07-18,9:31,13:31,2022-07-20,9:47,13:47,ACM,
T2,R6,V,T2_R6_V,Variable Rainfall,6,8,2022-07-18,9:31,13:31,2022-07-20,9:47,13:47,"IMW, ECO",
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),NA,8,2022-07-18,11:22,15:22,2022-07-20,10:29,14:29,JDS,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),25,8,2022-07-18,11:22,15:22,2022-07-20,10:29,14:29,ACM,ladder
T7,R1,V,T7_R1_V,Variable Rainfall,6,8,2022-07-18,11:24,15:24,2022-07-20,10:29,14:29,IMW,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),NA,8,2022-07-18,10:09,14:09,2022-07-20,9:58,13:58,JDS,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),25,8,2022-07-18,10:09,14:09,2022-07-20,9:58,13:58,ACM,
T7,R2,V,T7_R2_V,Variable Rainfall,6,8,2022-07-18,10:10,14:10,2022-07-20,9:57,13:57,IMW,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),NA,8,2022-07-18,10:38,14:38,2022-07-20,10:11,14:11,IMW,
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),25,8,2022-07-18,10:36,14:36,2022-07-20,10:11,14:11,JDS,
T7,R3,V,T7_R3_V,Variable Rainfall,6,8,2022-07-18,10:37,14:37,2022-07-20,10:11,14:11,ACM,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),NA,8,2022-07-18,10:23,14:23,2022-07-20,10:04,14:04,IMW,
T7,R4,D2,T7_R4_D2,Y2 Drought (wheat),25,8,2022-07-18,10:23,14:23,2022-07-20,10:04,14:04,ACM,ladder
T7,R4,V,T7_R4_V,Variable Rainfall,6,8,2022-07-18,10:22,14:22,2022-07-20,10:04,14:04,JDS,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),NA,8,2022-07-18,11:10,15:10,2022-07-20,10:23,14:23,IMW,
T7,R5,D2,T7_R5_D2,Y2 Drought (wheat),25,8,2022-07-18,11:09,15:09,2022-07-20,10:23,14:23,ACM,
T7,R5,V,T7_R5_V,Variable Rainfall,6,8,2022-07-18,11:09,15:09,2022-07-20,10:23,14:23,JDS,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),NA,8,2022-07-18,9:43,13:43,2022-07-20,9:51,13:51,"IMW, ECO",
T7,R6,D2,T7_R6_D2,Y2 Drought (wheat),25,8,2022-07-18,9:42,13:42,2022-07-20,9:51,13:51,ACM,
T7,R6,V,T7_R6_V,Variable Rainfall,6,8,2022-07-18,9:41,13:41,2022-07-20,9:51,13:51,JDS,
T1,R1,C,T1_R1_C,Control (irrigated),1,8,2022-07-19,9:41,13:41,2022-07-21,9:18,13:18,SRF,
T1,R2,C,T1_R2_C,Control (irrigated),1,8,2022-07-19,9:26,13:26,2022-07-21,9:10,13:10,SRF,
T1,R3,C,T1_R3_C,Control (irrigated),1,8,2022-07-19,9:22,13:22,2022-07-21,9:07,13:07,SRF,
T1,R4,C,T1_R4_C,Control (irrigated),1,8,2022-07-19,9:07,13:07,2022-07-21,8:59,12:59,SRF,
T2,R1,C,T2_R1_C,Control (irrigated),1,8,2022-07-19,9:14,13:14,2022-07-21,9:03,13:03,SRF,
T2,R3,C,T2_R3_C,Control (irrigated),1,8,2022-07-19,9:38,13:38,2022-07-21,9:16,13:16,SRF,
T2,R4,C,T2_R4_C,Control (irrigated),1,8,2022-07-19,9:34,13:34,2022-07-21,9:14,13:14,SRF,
T2,R6,C,T2_R6_C,Control (irrigated),1,8,2022-07-19,8:57,12:57,2022-07-21,8:51,12:51,SRF,
T7,R1,C,T7_R1_C,Control (irrigated),1,8,2022-07-19,9:30,13:30,2022-07-21,9:12,13:12,SRF,
T7,R2,C,T7_R2_C,Control (irrigated),1,8,2022-07-19,9:19,13:19,2022-07-21,9:05,13:05,SRF,
T7,R3,C,T7_R3_C,Control (irrigated),1,8,2022-07-19,9:03,13:03,2022-07-21,8:58,12:58,SRF,
T7,R4,C,T7_R4_C,Control (irrigated),1,8,2022-07-19,9:11,13:11,2022-07-21,9:02,13:02,SRF,
T7,R5,C,T7_R5_C,Control (irrigated),1,8,2022-07-19,9:45,13:45,2022-07-21,9:20,13:20,SRF,
T7,R6,C,T7_R6_C,Control (irrigated),1,8,2022-07-19,8:53,12:53,2022-07-21,8:54,12:54,SRF,
T1,R1,C,T1_R1_C,Control (irrigated),4,9,2022-07-25,10:16,14:16,2022-07-27,11:08,15:08,ACM,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),NA,9,2022-07-25,10:16,14:16,2022-07-27,11:08,15:08,JDS,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),32,9,2022-07-25,10:13,14:13,2022-07-27,11:08,15:08,ACM,
T1,R1,V,T1_R1_V,Variable Rainfall,13,9,2022-07-25,10:12,14:12,2022-07-27,11:08,15:08,JDS,label out of trap
T1,R2,C,T1_R2_C,Control (irrigated),4,9,2022-07-25,11:05,15:05,2022-07-27,10:25,14:25,ACM,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),NA,9,2022-07-25,11:03,15:03,2022-07-27,10:25,14:25,JDS,
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),32,9,2022-07-25,11:01,15:01,2022-07-27,10:26,14:26,ACM,
T1,R2,V,T1_R2_V,Variable Rainfall,13,9,2022-07-25,11:01,15:01,2022-07-27,10:25,14:25,JDS,
T2,R1,C,T2_R1_C,Control (irrigated),4,9,2022-07-25,11:13,15:13,2022-07-27,10:30,14:30,ACM,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),NA,9,2022-07-25,11:10,15:10,2022-07-27,10:29,14:29,JDS,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),32,9,2022-07-25,11:11,15:11,2022-07-27,10:29,14:29,ACM,
T2,R1,V,T2_R1_V,Variable Rainfall,13,9,2022-07-25,11:12,15:12,2022-07-27,10:29,14:29,JDS,
T2,R3,C,T2_R3_C,Control (irrigated),4,9,2022-07-25,10:26,14:26,2022-07-27,11:11,15:11,ACM,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),NA,9,2022-07-25,10:23,14:23,2022-07-27,11:12,15:12,JDS,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),32,9,2022-07-25,10:23,14:23,2022-07-27,11:12,15:12,ACM,
T2,R3,V,T2_R3_V,Variable Rainfall,13,9,2022-07-25,10:25,14:25,2022-07-27,11:12,15:12,JDS,
T7,R1,C,T7_R1_C,Control (irrigated),4,9,2022-07-25,10:34,14:34,2022-07-27,11:15,15:15,JDS,
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),NA,9,2022-07-25,10:37,14:37,2022-07-27,11:17,15:17,JDS,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),32,9,2022-07-25,10:38,14:38,2022-07-27,11:15,15:15,ACM,grass sticking out - ladder
T7,R1,V,T7_R1_V,Variable Rainfall,13,9,2022-07-25,10:35,14:35,2022-07-27,11:15,15:15,ACM,not level with ground
T7,R2,C,T7_R2_C,Control (irrigated),4,9,2022-07-25,11:22,15:22,2022-07-27,10:32,14:32,JDS,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),NA,9,2022-07-25,11:22,15:22,2022-07-27,10:34,14:34,ACM,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),32,9,2022-07-25,11:19,15:19,2022-07-27,10:33,14:33,JDS,
T7,R2,V,T7_R2_V,Variable Rainfall,13,9,2022-07-25,11:19,15:19,2022-07-27,10:32,14:32,ACM,
T7,R3,C,T7_R3_C,Control (irrigated),4,9,2022-07-25,10:45,14:45,2022-07-27,10:20,14:20,JDS,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),NA,9,2022-07-25,10:51,14:51,2022-07-27,10:20,14:20,ACM,not level with ground
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),32,9,2022-07-25,10:48,14:48,2022-07-27,10:20,14:20,JDS,
T7,R3,V,T7_R3_V,Variable Rainfall,13,9,2022-07-25,10:45,14:45,2022-07-27,10:20,14:20,ACM,
T1,R1,C,T1_R1_C,Control (irrigated),4,10,2022-08-01,14:31,18:31,2022-08-03,12:04,16:04,JDS/SRF,
T1,R1,D1,T1_R1_D1,Y1 Drought (soy),NA,10,2022-08-01,14:34,18:34,2022-08-03,12:05,16:05,JDS/SRF,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),39,10,2022-08-01,14:35,18:35,2022-08-03,12:05,16:05,JDS/SRF,
T1,R1,V,T1_R1_V,Variable Rainfall,20,10,2022-08-01,14:33,18:33,2022-08-03,12:04,16:04,JDS/SRF,
T1,R2,C,T1_R2_C,Control (irrigated),4,10,2022-08-01,12:44,16:44,2022-08-03,11:01,15:01,JDS/SRF,
T1,R2,D1,T1_R2_D1,Y1 Drought (soy),NA,10,2022-08-01,12:42,16:42,2022-08-03,11:02,15:02,JDS/SRF,
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),39,10,2022-08-01,12:44,16:44,2022-08-03,11:02,15:02,JDS/SRF,
T1,R2,V,T1_R2_V,Variable Rainfall,20,10,2022-08-01,12:41,16:41,2022-08-03,11:01,15:01,JDS/SRF,
T1,R3,C,T1_R3_C,Control (irrigated),2,10,2022-08-01,12:27,16:27,2022-08-03,10:43,14:43,JDS/SRF,
T1,R3,D1,T1_R3_D1,Y1 Drought (soy),NA,10,2022-08-01,12:29,16:29,2022-08-03,10:43,14:43,JDS/SRF,
T1,R3,D2,T1_R3_D2,Y2 Drought (wheat),38,10,2022-08-01,12:28,16:28,2022-08-03,10:43,14:43,JDS/SRF,
T1,R3,V,T1_R3_V,Variable Rainfall,20,10,2022-08-01,12:26,16:26,2022-08-03,10:43,14:43,JDS/SRF,
T1,R4,C,T1_R4_C,Control (irrigated),2,10,2022-08-01,14:08,18:08,2022-08-03,11:23,15:23,JDS/SRF,
T1,R4,D1,T1_R4_D1,Y1 Drought (soy),NA,10,2022-08-01,14:06,18:06,2022-08-03,11:22,15:22,JDS/SRF,
T1,R4,D2,T1_R4_D2,Y2 Drought (wheat),38,10,2022-08-01,14:05,18:05,2022-08-03,11:22,15:22,JDS/SRF,
T1,R4,V,T1_R4_V,Variable Rainfall,20,10,2022-08-01,14:07,18:07,2022-08-03,11:23,15:23,JDS/SRF,
T2,R1,C,T2_R1_C,Control (irrigated),4,10,2022-08-01,12:09,16:09,2022-08-03,10:25,14:25,JDS/SRF,
T2,R1,D1,T2_R1_D1,Y1 Drought (soy),NA,10,2022-08-01,12:03,16:03,2022-08-03,10:21,14:21,JDS/SRF,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),39,10,2022-08-01,12:08,16:08,2022-08-03,10:21,14:21,JDS/SRF,
T2,R1,V,T2_R1_V,Variable Rainfall,20,10,2022-08-01,12:05,16:05,2022-08-03,10:25,14:25,JDS/SRF,
T2,R3,C,T2_R3_C,Control (irrigated),4,10,2022-08-01,14:18,18:18,2022-08-03,11:41,15:41,JDS/SRF,
T2,R3,D1,T2_R3_D1,Y1 Drought (soy),NA,10,2022-08-01,14:19,18:19,2022-08-03,11:41,15:41,JDS/SRF,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),39,10,2022-08-01,14:19,18:19,2022-08-03,11:44,15:44,JDS/SRF,
T2,R3,V,T2_R3_V,Variable Rainfall,20,10,2022-08-01,14:20,18:20,2022-08-03,11:45,15:45,JDS/SRF,
T2,R4,C,T2_R4_C,Control (irrigated),2,10,2022-08-01,14:14,18:14,2022-08-03,11:32,15:32,JDS/SRF,
T2,R4,D1,T2_R4_D1,Y1 Drought (soy),NA,10,2022-08-01,14:12,18:12,2022-08-03,11:29,15:29,JDS/SRF,
T2,R4,D2,T2_R4_D2,Y2 Drought (wheat),38,10,2022-08-01,14:12,18:12,2022-08-03,11:31,15:31,JDS/SRF,
T2,R4,V,T2_R4_V,Variable Rainfall,20,10,2022-08-01,14:14,18:14,2022-08-03,11:28,15:28,JDS/SRF,
T2,R6,C,T2_R6_C,Control (irrigated),2,10,2022-08-01,11:31,15:31,2022-08-03,9:53,13:53,JDS,
T2,R6,D1,T2_R6_D1,Y1 Drought (soy),NA,10,2022-08-01,11:28,15:28,2022-08-03,9:57,13:57,JDS,
T2,R6,D2,T2_R6_D2,Y2 Drought (wheat),38,10,2022-08-01,11:33,15:33,2022-08-03,9:59,13:59,JDS,
T2,R6,V,T2_R6_V,Variable Rainfall,20,10,2022-08-01,11:26,15:26,2022-08-03,9:56,13:56,JDS,
T7,R1,C,T7_R1_C,Control (irrigated),4,10,2022-08-01,14:40,18:40,2022-08-03,12:10,16:10,JDS/SRF,
T7,R1,D1,T7_R1_D1,Y1 Drought (soy),NA,10,2022-08-01,14:41,18:41,2022-08-03,12:13,16:13,JDS/SRF,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),39,10,2022-08-01,14:40,18:40,2022-08-03,12:12,16:12,JDS/SRF,"Sloshed Some out, may have lost species"
T7,R1,V,T7_R1_V,Variable Rainfall,20,10,2022-08-01,14:41,18:41,2022-08-03,12:09,16:09,JDS/SRF,
T7,R2,C,T7_R2_C,Control (irrigated),4,10,2022-08-01,12:22,16:22,2022-08-03,10:35,14:35,JDS/SRF,
T7,R2,D1,T7_R2_D1,Y1 Drought (soy),NA,10,2022-08-01,12:20,16:20,2022-08-03,10:33,14:33,JDS/SRF,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),39,10,2022-08-01,12:23,16:23,2022-08-03,10:39,14:39,JDS/SRF,
T7,R2,V,T7_R2_V,Variable Rainfall,20,10,2022-08-01,12:19,16:19,2022-08-03,10:36,14:36,JDS/SRF,
T7,R3,C,T7_R3_C,Control (irrigated),4,10,2022-08-01,14:00,18:00,2022-08-03,11:09,15:09,JDS/SRF,
T7,R3,D1,T7_R3_D1,Y1 Drought (soy),NA,10,2022-08-01,13:58,17:58,2022-08-03,11:13,15:13,JDS/SRF,
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),39,10,2022-08-01,14:01,18:01,2022-08-03,11:11,15:11,JDS/SRF,
T7,R3,V,T7_R3_V,Variable Rainfall,20,10,2022-08-01,13:59,17:59,2022-08-03,11:09,15:09,JDS/SRF,
T7,R4,C,T7_R4_C,Control (irrigated),2,10,2022-08-01,12:33,16:33,2022-08-03,10:50,14:50,JDS/SRF,
T7,R4,D1,T7_R4_D1,Y1 Drought (soy),NA,10,2022-08-01,12:35,16:35,2022-08-03,10:52,14:52,JDS/SRF,
T7,R4,D2,T7_R4_D2,Y2 Drought (wheat),38,10,2022-08-01,12:33,16:33,2022-08-03,10:54,14:54,JDS/SRF,
T7,R4,V,T7_R4_V,Variable Rainfall,20,10,2022-08-01,12:36,16:36,2022-08-03,10:50,14:50,JDS/SRF,
T7,R5,C,T7_R5_C,Control (irrigated),2,10,2022-08-01,14:27,18:27,2022-08-03,11:56,15:56,JDS/SRF,
T7,R5,D1,T7_R5_D1,Y1 Drought (soy),NA,10,2022-08-01,14:26,18:26,2022-08-03,11:53,15:53,JDS/SRF,
T7,R5,D2,T7_R5_D2,Y2 Drought (wheat),38,10,2022-08-01,14:27,18:27,2022-08-03,11:54,15:54,JDS/SRF,
T7,R5,V,T7_R5_V,Variable Rainfall,20,10,2022-08-01,14:25,18:25,2022-08-03,11:57,15:57,JDS/SRF,Veg Sticking Out
T7,R6,C,T7_R6_C,Control (irrigated),2,10,2022-08-01,11:45,15:45,2022-08-03,10:14,14:14,JDS,
T7,R6,D1,T7_R6_D1,Y1 Drought (soy),NA,10,2022-08-01,11:51,15:51,2022-08-03,10:13,14:13,JDS,
T7,R6,D2,T7_R6_D2,Y2 Drought (wheat),38,10,2022-08-01,11:40,15:40,2022-08-03,10:13,14:13,JDS,
T7,R6,V,T7_R6_V,Variable Rainfall,20,10,2022-08-01,11:47,15:47,2022-08-03,10:12,14:12,JDS,
T1,R1,D2,T1_R1_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,11:00,15:00,2022-08-31,11:43,15:43,SRF,
T1,R2,D2,T1_R2_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:41,14:41,2022-08-31,11:12,15:12,JDS,
T1,R3,D2,T1_R3_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:29,14:29,2022-08-31,11:00,15:00,JDS,
T1,R4,D2,T1_R4_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:55,14:55,2022-08-31,11:21,15:21,JDS,
T2,R1,D2,T2_R1_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:19,14:19,2022-08-31,10:39,14:39,JDS,
T2,R3,D2,T2_R3_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,11:04,15:04,2022-08-31,11:31,15:31,JDS,
T2,R4,D2,T2_R4_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:59,14:59,2022-08-31,11:26,15:26,JDS,
T2,R6,D2,T2_R6_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:08,14:08,2022-08-31,10:30,14:30,JDS,
T7,R1,D2,T7_R1_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:56,14:56,2022-08-31,11:48,15:48,SRF,
T7,R2,D2,T7_R2_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:25,14:25,2022-08-31,10:47,14:47,JDS,
T7,R3,D2,T7_R3_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:48,14:48,2022-08-31,11:17,15:17,JDS,
T7,R4,D2,T7_R4_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:34,14:34,2022-08-31,11:07,15:07,JDS,
T7,R5,D2,T7_R5_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,11:06,15:06,2022-08-31,11:38,15:38,IMW,ladder
T7,R6,D2,T7_R6_D2,Y2 Drought (wheat),PostDrought,14,2022-08-29,10:01,14:01,2022-08-31,10:14,14:14,JDS,
